거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	담보대출상환금	매도담보상환금	신용거래구분(Hide)	세금합계	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	신용이자	매도담보상환이자	적요명(Hide)		상환차금	처리시간
2014-10-14	KODEX레버리지	50	"516,000"				"18,561,440"				보통매매			영웅문S
	보통매매  장내매수	"10,320.00"					420				장내매수			0:39:40
2014-10-14	KODEX레버리지	20	"207,000"				"18,561,440"				보통매매			영웅문S
	보통매매  장내매수	"10,350.00"					440				장내매수			0:39:40
2014-10-14	KODEX레버리지	40	"414,200"				"18,561,440"				보통매매			영웅문S
	보통매매  장내매수	"10,355.00"					480				장내매수			0:39:40
2014-10-14	KODEX레버리지	20	"207,200"		"2,272,440"		"16,289,000"				보통매매			영웅문S
	보통매매  장내매수	"10,360.00"	340				500				장내매수			0:39:40
2014-10-14	코스맥스	5	"640,000"				"16,289,000"				보통매매			영웅문S
	보통매매  장내매수	"128,000.00"					305				장내매수			0:39:40
2014-10-14	코스맥스	5	"642,500"				"16,289,000"				보통매매			영웅문S
	보통매매  장내매수	"128,500.00"					310				장내매수			0:39:40
2014-10-14	코스맥스	5	"645,000"		"1,927,780"		"14,361,220"				보통매매			영웅문S
	보통매매  장내매수	"129,000.00"	280				315				장내매수			0:39:40
2014-10-15	LG화학	20	"4,550,000"	"13,650"	"4,535,670"		"18,896,890"				보통매매			영웅문S
	보통매매  장내매도	"227,500.00"	680				0				장내매도			0:39:45
2014-10-15	LG화학우	9	"1,287,000"	"3,860"	"1,282,950"		"20,179,840"				보통매매			영웅문S
	보통매매  장내매도	"143,000.00"	190				0				장내매도			0:39:46
2014-10-15	휴온스	5	"301,500"				"20,179,840"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"60,300.00"					395				KOSDAQ매수			0:39:46
2014-10-15	휴온스	5	"302,000"				"20,179,840"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"60,400.00"					400				KOSDAQ매수			0:39:46
2014-10-15	휴온스	5	"302,500"				"20,179,840"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"60,500.00"					405				KOSDAQ매수			0:39:46
2014-10-15	휴온스	5	"303,000"		"1,209,180"		"18,970,660"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"60,600.00"	180				410				KOSDAQ매수			0:39:46
2014-10-15	삼익악기	10	"40,600"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,060.00"					80				장내매수			0:39:46
2014-10-15	삼익악기	10	"40,650"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,065.00"					90				장내매수			0:39:46
2014-10-15	삼익악기	10	"40,700"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,070.00"					100				장내매수			0:39:46
2014-10-15	삼익악기	10	"40,750"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,075.00"					110				장내매수			0:39:46
2014-10-15	삼익악기	20	"81,600"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,080.00"					130				장내매수			0:39:46
2014-10-15	삼익악기	10	"41,000"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,100.00"					140				장내매수			0:39:46
2014-10-15	삼익악기	10	"41,050"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,105.00"					150				장내매수			0:39:46
2014-10-15	삼익악기	10	"41,100"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,110.00"					160				장내매수			0:39:46
2014-10-15	삼익악기	10	"41,150"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,115.00"					170				장내매수			0:39:46
2014-10-15	삼익악기	20	"82,400"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,120.00"					190				장내매수			0:39:46
2014-10-15	삼익악기	10	"41,400"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,140.00"					200				장내매수			0:39:46
2014-10-15	삼익악기	10	"41,450"				"18,970,660"				보통매매			영웅문S
	보통매매  장내매수	"4,145.00"					210				장내매수			0:39:46
2014-10-15	삼익악기	10	"41,500"		"615,440"		"18,355,220"				보통매매			영웅문S
	보통매매  장내매수	"4,150.00"	90				220				장내매수			0:39:46
2014-10-16	메디톡스	1	"230,000"				"18,355,220"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"230,000.00"					9				KOSDAQ매수			0:40:42
2014-10-16	메디톡스	1	"230,100"		"460,160"		"17,895,060"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"230,100.00"	60				10				KOSDAQ매수			0:40:42
2014-10-17	삼익악기	20	"81,800"				"17,895,060"				보통매매			영웅문S
	보통매매  장내매수	"4,090.00"					240				장내매수			0:42:43
2014-10-17	삼익악기	20	"81,900"				"17,895,060"				보통매매			영웅문S
	보통매매  장내매수	"4,095.00"					260				장내매수			0:42:43
2014-10-17	삼익악기	20	"82,000"		"245,730"		"17,649,330"				보통매매			영웅문S
	보통매매  장내매수	"4,100.00"	30				280				장내매수			0:42:43
2014-10-17	효성	20	"1,422,000"				"17,649,330"				보통매매			영웅문S
	보통매매  장내매수	"71,100.00"					20				장내매수			0:42:43
2014-10-17	효성	20	"1,424,000"				"17,649,330"				보통매매			영웅문S
	보통매매  장내매수	"71,200.00"					40				장내매수			0:42:43
2014-10-17	효성	20	"1,426,000"				"17,649,330"				보통매매			영웅문S
	보통매매  장내매수	"71,300.00"					60				장내매수			0:42:43
2014-10-17	효성	10	"714,000"		"4,986,740"		"12,662,590"				보통매매			영웅문S
	보통매매  장내매수	"71,400.00"	740				70				장내매수			0:42:43
2014-10-20	현대모비스	18	"4,230,000"	"12,690"	"4,216,680"		"16,879,270"				보통매매			영웅문S
	보통매매  장내매도	"235,000.00"	630				0				장내매도			0:37:25
2014-10-20	쎌바이오텍	30	"1,599,000"		"1,599,230"		"15,280,040"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,300.00"	230				"2,530"				KOSDAQ매수			0:37:25
2014-10-21	쎌바이오텍	20	"1,066,000"				"15,280,040"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,300.00"					"2,550"				KOSDAQ매수			0:40:48
2014-10-21	쎌바이오텍	10	"534,000"		"1,600,240"		"13,679,800"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,400.00"	240				"2,560"				KOSDAQ매수			0:40:48
2014-10-21	삼익악기	20	"82,000"				"13,679,800"				보통매매			영웅문S
	보통매매  장내매수	"4,100.00"					300				장내매수			0:40:48
2014-10-21	삼익악기	20	"82,100"				"13,679,800"				보통매매			영웅문S
	보통매매  장내매수	"4,105.00"					320				장내매수			0:40:48
2014-10-21	삼익악기	20	"82,200"				"13,679,800"				보통매매			영웅문S
	보통매매  장내매수	"4,110.00"					340				장내매수			0:40:48
2014-10-21	삼익악기	10	"41,150"				"13,679,800"				보통매매			영웅문S
	보통매매  장내매수	"4,115.00"					350				장내매수			0:40:48
2014-10-21	삼익악기	20	"82,400"				"13,679,800"				보통매매			영웅문S
	보통매매  장내매수	"4,120.00"					370				장내매수			0:40:48
2014-10-21	삼익악기	20	"82,500"				"13,679,800"				보통매매			영웅문S
	보통매매  장내매수	"4,125.00"					390				장내매수			0:40:48
2014-10-21	삼익악기	10	"41,300"		"493,720"		"13,186,080"				보통매매			영웅문S
	보통매매  장내매수	"4,130.00"	70				400				장내매수			0:40:48
2014-10-21	KODEX레버리지	20	"197,600"				"13,186,080"				보통매매			영웅문S
	보통매매  장내매수	"9,880.00"					520				장내매수			0:40:48
2014-10-21	KODEX레버리지	10	"98,850"				"13,186,080"				보통매매			영웅문S
	보통매매  장내매수	"9,885.00"					530				장내매수			0:40:48
2014-10-21	KODEX레버리지	20	"197,800"		"494,320"		"12,691,760"				보통매매			영웅문S
	보통매매  장내매수	"9,890.00"	70				550				장내매수			0:40:48
2014-10-21			"10,000,000"		"10,000,000"		"22,691,760"							영웅문3
	  이체입금						0				이체입금			21:58:25
2014-10-22	쎌바이오텍	10	"527,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"52,700.00"					"2,570"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"528,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"52,800.00"					"2,580"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"529,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"52,900.00"					"2,590"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"530,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,000.00"					"2,600"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	20	"1,062,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,100.00"					"2,620"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"532,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,200.00"					"2,630"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"533,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,300.00"					"2,640"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"534,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,400.00"					"2,650"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"535,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,500.00"					"2,660"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"536,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,600.00"					"2,670"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"537,000"				"22,691,760"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,700.00"					"2,680"				KOSDAQ매수			0:40:42
2014-10-22	쎌바이오텍	10	"538,000"		"6,922,030"		"15,769,730"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"53,800.00"	"1,030"				"2,690"				KOSDAQ매수			0:40:42
2014-10-22	휴온스	15	"918,000"				"15,769,730"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,200.00"					425				KOSDAQ매수			0:40:42
2014-10-22	휴온스	5	"306,500"				"15,769,730"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,300.00"					430				KOSDAQ매수			0:40:42
2014-10-22	휴온스	5	"307,000"				"15,769,730"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,400.00"					435				KOSDAQ매수			0:40:42
2014-10-22	휴온스	5	"307,500"				"15,769,730"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,500.00"					440				KOSDAQ매수			0:40:42
2014-10-22	휴온스	5	"308,000"				"15,769,730"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,600.00"					445				KOSDAQ매수			0:40:42
2014-10-22	휴온스	5	"308,500"		"2,455,860"		"13,313,870"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"61,700.00"	360				450				KOSDAQ매수			0:40:42
2014-10-22			"10,000,000"		"10,000,000"		"23,313,870"							영웅문3
	  이체입금						0				이체입금			6:34:01
2014-10-23	효성오앤비	10	"241,000"				"23,313,870"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"24,100.00"					70				KOSDAQ매수			0:41:01
2014-10-23	효성오앤비	10	"241,500"				"23,313,870"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"24,150.00"					80				KOSDAQ매수			0:41:01
2014-10-23	효성오앤비	10	"242,000"		"724,600"		"22,589,270"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"24,200.00"	100				90				KOSDAQ매수			0:41:01
2014-10-24	LG하우시스	5	"957,500"				"22,589,270"				보통매매			영웅문S
	보통매매  장내매도	"191,500.00"					35				장내매도			0:40:56
2014-10-24	LG하우시스	5	"960,000"	"5,752"	"1,911,468"		"24,500,738"				보통매매			영웅문S
	보통매매  장내매도	"192,000.00"	280				30				장내매도			0:40:56
2014-10-24	쎌바이오텍	10	"592,000"		"592,080"		"23,908,658"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"59,200.00"	80				"2,700"				KOSDAQ매수			0:40:56
2014-10-24	휴온스	15	"934,500"				"23,908,658"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,300.00"					465				KOSDAQ매수			0:40:56
2014-10-24	휴온스	10	"624,000"				"23,908,658"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,400.00"					475				KOSDAQ매수			0:40:56
2014-10-24	휴온스	10	"625,000"				"23,908,658"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,500.00"					485				KOSDAQ매수			0:40:56
2014-10-24	휴온스	5	"313,000"		"2,496,870"		"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"62,600.00"	370				490				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"247,000"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"247,000.00"					11				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"247,100"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"247,100.00"					12				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"247,300"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"247,300.00"					13				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	2	"495,000"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"247,500.00"					15				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"247,900"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"247,900.00"					16				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"248,000"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"248,000.00"					17				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"248,400"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"248,400.00"					18				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"248,500"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"248,500.00"					19				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"248,600"				"21,411,788"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"248,600.00"					20				KOSDAQ매수			0:40:56
2014-10-24	메디톡스	1	"250,600"		"2,728,800"		"18,682,988"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"250,600.00"	400				21				KOSDAQ매수			0:40:56
2014-10-24	효성오앤비	10	"243,500"				"18,682,988"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"24,350.00"					100				KOSDAQ매수			0:40:56
2014-10-24	효성오앤비	10	"244,000"		"487,570"		"18,195,418"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"24,400.00"	70				110				KOSDAQ매수			0:40:56
2014-10-24	내츄럴엔도텍	1	"54,100"				"18,195,418"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"54,100.00"					1				KOSDAQ매수			0:40:56
2014-10-24	내츄럴엔도텍	1	"54,600"		"108,710"		"18,086,708"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"54,600.00"	10				2				KOSDAQ매수			0:40:56
2014-10-27	효성	70	"4,592,000"	"13,776"	"4,577,544"		"22,664,252"				보통매매			영웅문S
	보통매매  장내매도	"65,600.00"	680				0				장내매도			0:38:18
2014-10-27	쎌바이오텍	5	"292,500"				"22,664,252"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,500.00"					"2,705"				KOSDAQ매수			0:38:18
2014-10-27	쎌바이오텍	10	"586,000"				"22,664,252"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,600.00"					"2,715"				KOSDAQ매수			0:38:18
2014-10-27	쎌바이오텍	10	"587,000"				"22,664,252"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,700.00"					"2,725"				KOSDAQ매수			0:38:18
2014-10-27	쎌바이오텍	5	"294,000"		"1,759,760"		"20,904,492"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,800.00"	260				"2,730"				KOSDAQ매수			0:38:18
2014-10-27	휴온스	10	"633,000"		"633,090"		"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"63,300.00"	90				500				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"250,500"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,050.00"					120				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"251,000"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,100.00"					130				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"251,500"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,150.00"					140				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"252,500"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,250.00"					150				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"253,000"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,300.00"					160				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"254,000"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,400.00"					170				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	20	"509,000"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,450.00"					190				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	20	"510,000"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,500.00"					210				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"255,500"				"20,271,402"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,550.00"					220				KOSDAQ매수			0:38:18
2014-10-27	효성오앤비	10	"256,000"		"3,043,450"		"17,227,952"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"25,600.00"	450				230				KOSDAQ매수			0:38:18
2014-10-27	내츄럴엔도텍	18	"1,000,800"				"17,227,952"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"55,600.00"					20				KOSDAQ매수			0:38:18
2014-10-27	내츄럴엔도텍	20	"1,116,000"				"17,227,952"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"55,800.00"					40				KOSDAQ매수			0:38:18
2014-10-27	내츄럴엔도텍	20	"1,118,000"				"17,227,952"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"55,900.00"					60				KOSDAQ매수			0:38:18
2014-10-27	내츄럴엔도텍	10	"560,000"				"17,227,952"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"56,000.00"					70				KOSDAQ매수			0:38:18
2014-10-27	내츄럴엔도텍	10	"561,000"		"4,356,450"		"12,871,502"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"56,100.00"	650				80				KOSDAQ매수			0:38:18
2014-10-27	삼익악기	20	"91,000"				"12,871,502"				보통매매			영웅문S
	보통매매  장내매수	"4,550.00"					420				장내매수			0:38:18
2014-10-27	삼익악기	40	"182,200"				"12,871,502"				보통매매			영웅문S
	보통매매  장내매수	"4,555.00"					460				장내매수			0:38:18
2014-10-27	삼익악기	60	"273,600"				"12,871,502"				보통매매			영웅문S
	보통매매  장내매수	"4,560.00"					520				장내매수			0:38:18
2014-10-27	삼익악기	40	"182,600"				"12,871,502"				보통매매			영웅문S
	보통매매  장내매수	"4,565.00"					560				장내매수			0:38:18
2014-10-27	삼익악기	20	"91,400"		"820,920"		"12,050,582"				보통매매			영웅문S
	보통매매  장내매수	"4,570.00"	120				580				장내매수			0:38:18
2014-10-28	쎌바이오텍	10	"578,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"57,800.00"					"2,740"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	10	"579,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"57,900.00"					"2,750"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"290,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,000.00"					"2,755"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"290,500"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,100.00"					"2,760"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"291,500"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,300.00"					"2,765"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"292,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,400.00"					"2,770"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"292,500"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,500.00"					"2,775"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"293,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,600.00"					"2,780"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	10	"587,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,700.00"					"2,790"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"294,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,800.00"					"2,795"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"294,500"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,900.00"					"2,800"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"295,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"59,000.00"					"2,805"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"295,500"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"59,100.00"					"2,810"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"297,000"				"12,050,582"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"59,400.00"					"2,815"				KOSDAQ매수			0:40:45
2014-10-28	쎌바이오텍	5	"297,500"		"5,267,790"		"6,782,792"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"59,500.00"	790				"2,820"				KOSDAQ매수			0:40:45
2014-10-28	휴온스	5	"320,000"				"6,782,792"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"64,000.00"					505				KOSDAQ매수			0:40:45
2014-10-28	휴온스	5	"320,500"				"6,782,792"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"64,100.00"					510				KOSDAQ매수			0:40:45
2014-10-28	휴온스	5	"321,500"				"6,782,792"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"64,300.00"					515				KOSDAQ매수			0:40:45
2014-10-28	휴온스	5	"322,000"				"6,782,792"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"64,400.00"					520				KOSDAQ매수			0:40:45
2014-10-28	휴온스	5	"322,500"		"1,606,740"		"5,176,052"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"64,500.00"	240				525				KOSDAQ매수			0:40:45
2014-10-28	메디톡스	1	"250,700"		"250,730"		"4,925,322"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"250,700.00"	30				22				KOSDAQ매수			0:40:45
2014-10-28	내츄럴엔도텍	5	"278,500"				"4,925,322"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"55,700.00"					85				KOSDAQ매수			0:40:45
2014-10-28	내츄럴엔도텍	5	"279,000"				"4,925,322"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"55,800.00"					90				KOSDAQ매수			0:40:45
2014-10-28	내츄럴엔도텍	20	"1,126,000"				"4,925,322"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"56,300.00"					110				KOSDAQ매수			0:40:45
2014-10-28	내츄럴엔도텍	20	"1,128,000"				"4,925,322"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"56,400.00"					130				KOSDAQ매수			0:40:45
2014-10-28	내츄럴엔도텍	10	"565,000"				"4,925,322"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"56,500.00"					140				KOSDAQ매수			0:40:45
2014-10-28	내츄럴엔도텍	10	"566,000"		"3,943,090"		"982,232"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"56,600.00"	590				150				KOSDAQ매수			0:40:45
2014-10-30	효성오앤비	10	"279,500"				"982,232"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"27,950.00"					240				KOSDAQ매수			0:41:25
2014-10-30	효성오앤비	10	"280,000"		"559,580"		"422,652"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,000.00"	80				250				KOSDAQ매수			0:41:25
2014-10-30	삼익악기	20	"90,900"		"90,910"		"331,742"				보통매매			영웅문S
	보통매매  장내매수	"4,545.00"	10				600				장내매수			0:41:25
2014-10-31	LG하우시스	20	"3,280,000"				"331,742"				보통매매			영웅문S
	보통매매  장내매도	"164,000.00"					10				장내매도			0:41:38
2014-10-31	LG하우시스	10	"1,650,000"	"14,790"	"4,914,480"		"5,246,222"				보통매매			영웅문S
	보통매매  장내매도	"165,000.00"	730				0				장내매도			0:41:38
2014-10-31	코스맥스	50	"5,850,000"				"5,246,222"				보통매매			영웅문S
	보통매매  장내매도	"117,000.00"					265				장내매도			0:41:38
2014-10-31	코스맥스	50	"5,875,000"				"5,246,222"				보통매매			영웅문S
	보통매매  장내매도	"117,500.00"					215				장내매도			0:41:38
2014-10-31	코스맥스	15	"1,770,000"	"40,484"	"13,452,496"		"18,698,718"				보통매매			영웅문S
	보통매매  장내매도	"118,000.00"	"2,020"				200				장내매도			0:41:38
2014-10-31	쎌바이오텍	5	"294,000"				"18,698,718"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,800.00"					"2,825"				KOSDAQ매수			0:41:39
2014-10-31	쎌바이오텍	5	"294,500"				"18,698,718"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"58,900.00"					"2,830"				KOSDAQ매수			0:41:39
2014-10-31	쎌바이오텍	5	"295,000"				"18,698,718"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"59,000.00"					"2,835"				KOSDAQ매수			0:41:39
2014-10-31	쎌바이오텍	5	"295,500"		"1,179,170"		"17,519,548"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"59,100.00"	170				"2,840"				KOSDAQ매수			0:41:39
2014-10-31	메디톡스	1	"251,800"				"17,519,548"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"251,800.00"					23				KOSDAQ매수			0:41:39
2014-10-31	메디톡스	1	"251,900"		"503,770"		"17,015,778"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"251,900.00"	70				24				KOSDAQ매수			0:41:39
2014-10-31	효성오앤비	10	"289,000"				"17,015,778"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,900.00"					260				KOSDAQ매수			0:41:39
2014-10-31	효성오앤비	10	"289,500"				"17,015,778"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"28,950.00"					270				KOSDAQ매수			0:41:39
2014-10-31	효성오앤비	40	"1,160,000"				"17,015,778"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,000.00"					310				KOSDAQ매수			0:41:39
2014-10-31	효성오앤비	20	"581,000"				"17,015,778"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,050.00"					330				KOSDAQ매수			0:41:39
2014-10-31	효성오앤비	10	"291,000"				"17,015,778"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,100.00"					340				KOSDAQ매수			0:41:39
2014-10-31	효성오앤비	10	"291,500"				"17,015,778"				보통매매			영웅문S
	보통매매  KOSDAQ매수	"29,150.00"					350				KOSDAQ매수			0:41:39
