거래일자	종목명	거래수량	거래금액	거래세/농특세	정산금액	미수변제	예수금	대출상환금	대출일	매체구분
	거래종류	거래단가	수수료	소득세/주민세	미수발생	연체변제	유가잔고	신용/대출이자	상환차금	처리시간
2015-03-30	쎌바이오텍	10	"653,000"				"8,199,352"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,300.00"					"2,820"			0:38:56
2015-03-30	쎌바이오텍	15	"981,000"				"8,199,352"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,400.00"					"2,835"			0:38:56
2015-03-30	쎌바이오텍	5	"327,500"				"8,199,352"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,500.00"					"2,840"			0:38:56
2015-03-30	쎌바이오텍	5	"330,500"				"8,199,352"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,100.00"					"2,845"			0:38:56
2015-03-30	쎌바이오텍	5	"331,000"				"8,199,352"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,200.00"					"2,850"			0:38:56
2015-03-30	쎌바이오텍	5	"331,500"				"8,199,352"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,300.00"					"2,855"			0:38:56
2015-03-30	쎌바이오텍	5	"332,000"		"3,286,990"		"4,912,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,400.00"	490				"2,860"			0:38:56
2015-03-31	쎌바이오텍		"360,000"		"304,560"		"6,795,508"			지점
	 배당금입금			"55,440"			0			15:18:09
2015-04-03	쎌바이오텍	10	"644,000"				"7,512,882"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,400.00"					"2,870"			0:40:24
2015-04-03	쎌바이오텍	10	"647,000"				"7,512,882"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,700.00"					"2,880"			0:40:24
2015-04-03	쎌바이오텍	10	"648,000"				"7,512,882"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,800.00"					"2,890"			0:40:24
2015-04-03	쎌바이오텍	5	"324,500"				"7,512,882"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,900.00"					"2,895"			0:40:24
2015-04-03	쎌바이오텍	5	"325,000"				"7,512,882"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,000.00"					"2,900"			0:40:24
2015-04-03	쎌바이오텍	5	"325,500"				"7,512,882"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,100.00"					"2,905"			0:40:24
2015-04-03	쎌바이오텍	5	"326,000"		"3,240,480"		"4,272,402"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,200.00"	480				"2,910"			0:40:24
2015-04-09	쎌바이오텍	10	"648,000"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,800.00"					"2,920"			0:41:17
2015-04-09	쎌바이오텍	10	"649,000"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,900.00"					"2,930"			0:41:17
2015-04-09	쎌바이오텍	10	"650,000"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,000.00"					"2,940"			0:41:17
2015-04-09	쎌바이오텍	10	"651,000"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,100.00"					"2,950"			0:41:17
2015-04-09	쎌바이오텍	10	"652,000"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,200.00"					"2,960"			0:41:17
2015-04-09	쎌바이오텍	25	"1,632,500"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,300.00"					"2,985"			0:41:17
2015-04-09	쎌바이오텍	15	"981,000"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,400.00"					"3,000"			0:41:17
2015-04-09	쎌바이오텍	15	"982,500"				"23,932,562"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,500.00"					"3,015"			0:41:17
2015-04-09	쎌바이오텍	5	"328,000"		"7,175,070"		"16,757,492"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,600.00"	"1,070"				"3,020"			0:41:17
2015-04-10	쎌바이오텍	20	"1,268,000"				"12,333,402"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,400.00"					"3,040"			0:41:28
2015-04-10	쎌바이오텍	10	"635,000"				"12,333,402"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,500.00"					"3,050"			0:41:28
2015-04-10	쎌바이오텍	20	"1,272,000"				"12,333,402"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,600.00"					"3,070"			0:41:28
2015-04-10	쎌바이오텍	10	"637,000"				"12,333,402"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,700.00"					"3,080"			0:41:28
2015-04-10	쎌바이오텍	20	"1,276,000"		"5,088,760"		"7,244,642"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,800.00"	760				"3,100"			0:41:28
2015-04-15	쎌바이오텍	5	"324,500"		"324,540"		"3,342,768"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,900.00"	40				"3,105"			0:42:14
2015-04-22	쎌바이오텍	20	"1,242,000"				"893,922"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,100.00"					"3,125"			0:42:29
2015-04-22	쎌바이오텍	20	"1,244,000"				"893,922"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,200.00"					"3,145"			0:42:29
2015-04-22	쎌바이오텍	20	"1,246,000"				"893,922"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,300.00"					"3,165"			0:42:29
2015-04-22	쎌바이오텍	20	"1,248,000"				"893,922"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,400.00"					"3,185"			0:42:29
2015-04-22	쎌바이오텍	10	"625,000"				"893,922"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,500.00"					"3,195"			0:42:29
2015-04-22	쎌바이오텍	10	"626,000"		"6,231,930"		"-5,338,008"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,600.00"	930		"5,338,008"		"3,205"			0:42:29
2015-04-23	쎌바이오텍	5	"317,000"	951	"316,009"		"4,280,211"			영웅문S(2015)
	보통매매 KOSDAQ매도	"63,400.00"	40				"3,200"			0:42:34
2015-04-24	쎌바이오텍	20	"1,218,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,900.00"					"3,220"			0:43:26
2015-04-24	쎌바이오텍	20	"1,220,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"61,000.00"					"3,240"			0:43:26
2015-04-24	쎌바이오텍	20	"1,222,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"61,100.00"					"3,260"			0:43:26
2015-04-24	쎌바이오텍	20	"1,244,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,200.00"					"3,280"			0:43:26
2015-04-24	쎌바이오텍	20	"1,246,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,300.00"					"3,300"			0:43:26
2015-04-24	쎌바이오텍	10	"624,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,400.00"					"3,310"			0:43:26
2015-04-24	쎌바이오텍	10	"625,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,500.00"					"3,320"			0:43:26
2015-04-24	쎌바이오텍	10	"626,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,600.00"					"3,330"			0:43:26
2015-04-24	쎌바이오텍	10	"627,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,700.00"					"3,340"			0:43:26
2015-04-24	쎌바이오텍	10	"628,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,800.00"					"3,350"			0:43:26
2015-04-24	쎌바이오텍	10	"629,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"62,900.00"					"3,360"			0:43:26
2015-04-24	쎌바이오텍	10	"630,000"				"10,814,380"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,000.00"					"3,370"			0:43:26
2015-04-24	쎌바이오텍	10	"631,000"		"11,171,670"		"-357,290"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,100.00"	"1,670"		"357,290"		"3,380"			0:43:26
2015-04-28	쎌바이오텍	20	"1,152,000"		"1,152,170"		"254,280"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,600.00"	170				"3,400"			0:43:12
2015-04-29	쎌바이오텍	100	"5,710,000"				"254,280"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,100.00"					"3,300"			0:42:27
2015-04-29	쎌바이오텍	150	"8,580,000"				"254,280"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,200.00"					"3,150"			0:42:27
2015-04-29	쎌바이오텍	50	"2,865,000"				"254,280"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,300.00"					"3,100"			0:42:27
2015-04-29	쎌바이오텍	50	"2,895,000"				"254,280"			영웅문S(2015)
	보통매매 KOSDAQ매도	"57,900.00"					"3,050"			0:42:27
2015-04-29	쎌바이오텍	50	"2,900,000"	"68,843"	"22,877,717"		"23,131,997"			영웅문S(2015)
	보통매매 KOSDAQ매도	"58,000.00"	"3,440"				"3,000"			0:42:27
2015-04-29	쎌바이오텍	50	"2,860,000"		"2,860,420"		"23,670,839"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,200.00"	420				"3,050"			0:42:27
2015-04-30	쎌바이오텍	20	"1,196,000"				"12,670,839"			영웅문S(2015)
	보통매매 KOSDAQ매도	"59,800.00"					"3,030"			0:42:56
2015-04-30	쎌바이오텍	20	"1,198,000"				"12,670,839"			영웅문S(2015)
	보통매매 KOSDAQ매도	"59,900.00"					"3,010"			0:42:56
2015-04-30	쎌바이오텍	10	"600,000"	"8,982"	"2,984,578"		"15,655,417"			영웅문S(2015)
	보통매매 KOSDAQ매도	"60,000.00"	440				"3,000"			0:42:57
2015-05-07	쎌바이오텍	50	"2,745,000"				"12,487,180"			영웅문S(2015)
	보통매매 KOSDAQ매도	"54,900.00"					"2,950"			0:40:54
2015-05-07	쎌바이오텍	200	"11,000,000"				"12,487,180"			영웅문S(2015)
	보통매매 KOSDAQ매도	"55,000.00"					"2,750"			0:40:54
2015-05-07	쎌바이오텍	50	"2,755,000"	"49,499"	"16,448,031"		"28,935,211"			영웅문S(2015)
	보통매매 KOSDAQ매도	"55,100.00"	"2,470"				"2,700"			0:40:54
2015-05-11	쎌바이오텍	100	"5,050,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"50,500.00"					"2,600"			0:38:31
2015-05-11	쎌바이오텍	100	"5,150,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"51,500.00"					"2,500"			0:38:31
2015-05-11	쎌바이오텍	100	"5,170,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"51,700.00"					"2,400"			0:38:31
2015-05-11	쎌바이오텍	100	"5,230,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"52,300.00"					"2,300"			0:38:31
2015-05-11	쎌바이오텍	200	"10,500,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"52,500.00"					"2,100"			0:38:31
2015-05-11	쎌바이오텍	90	"4,734,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"52,600.00"					"2,010"			0:38:31
2015-05-11	쎌바이오텍	110	"5,797,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"52,700.00"					"1,900"			0:38:31
2015-05-11	쎌바이오텍	400	"21,200,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"53,000.00"					"1,500"			0:38:31
2015-05-11	쎌바이오텍	100	"5,310,000"				"28,935,211"			영웅문3
	보통매매 KOSDAQ매도	"53,100.00"					"1,400"			0:38:31
2015-05-11	쎌바이오텍	100	"5,320,000"	"220,377"	"73,229,613"		"102,164,824"			영웅문3
	보통매매 KOSDAQ매도	"53,200.00"	"11,010"				"1,300"			0:38:31
2015-05-11	쎌바이오텍	50	"2,530,000"				"102,164,824"			영웅문S(2015)
	보통매매 KOSDAQ매도	"50,600.00"					"1,250"			0:38:31
2015-05-11	쎌바이오텍	100	"5,070,000"				"102,164,824"			영웅문S(2015)
	보통매매 KOSDAQ매도	"50,700.00"					"1,150"			0:38:31
2015-05-11	쎌바이오텍	50	"2,545,000"	"30,434"	"10,113,046"		"112,277,870"			영웅문S(2015)
	보통매매 KOSDAQ매도	"50,900.00"	"1,520"				"1,100"			0:38:31
2015-05-12	쎌바이오텍	10	"557,000"				"225,612,910"			영웅문3
	보통매매 KOSDAQ매수	"55,700.00"					"1,110"			0:40:59
2015-05-12	쎌바이오텍	10	"558,000"		"1,115,160"		"224,497,750"			영웅문3
	보통매매 KOSDAQ매수	"55,800.00"	160				"1,120"			0:40:59
2015-05-14	쎌바이오텍	6	"336,000"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,000.00"					"1,126"			0:41:00
2015-05-14	쎌바이오텍	5	"280,500"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,100.00"					"1,131"			0:41:00
2015-05-14	쎌바이오텍	4	"224,800"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,200.00"					"1,135"			0:41:00
2015-05-14	쎌바이오텍	5	"281,500"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,300.00"					"1,140"			0:41:00
2015-05-14	쎌바이오텍	3	"169,200"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,400.00"					"1,143"			0:41:00
2015-05-14	쎌바이오텍	2	"113,000"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,500.00"					"1,145"			0:41:00
2015-05-14	쎌바이오텍	2	"113,200"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,600.00"					"1,147"			0:41:00
2015-05-14	쎌바이오텍	1	"56,700"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,700.00"					"1,148"			0:41:00
2015-05-14	쎌바이오텍	1	"56,800"				"218,322,050"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,800.00"					"1,149"			0:41:00
2015-05-14	쎌바이오텍	1	"56,900"		"1,688,850"		"216,633,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,900.00"	250				"1,150"			0:41:00
2015-05-18	쎌바이오텍	5	"285,500"				"216,289,410"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,100.00"					"1,155"			0:44:17
2015-05-18	쎌바이오텍	5	"289,500"				"216,289,410"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,900.00"					"1,160"			0:44:17
2015-05-18	쎌바이오텍	5	"290,000"				"216,289,410"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,000.00"					"1,165"			0:44:17
2015-05-18	쎌바이오텍	5	"290,500"				"216,289,410"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,100.00"					"1,170"			0:44:17
2015-05-18	쎌바이오텍	5	"291,000"				"216,289,410"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,200.00"					"1,175"			0:44:17
2015-05-18	쎌바이오텍	5	"291,500"		"1,738,260"		"214,551,150"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,300.00"	260				"1,180"			0:44:17
2015-05-20	쎌바이오텍	5	"288,500"				"213,395,390"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,700.00"					"1,185"			0:41:54
2015-05-20	쎌바이오텍	5	"289,000"				"213,395,390"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,800.00"					"1,190"			0:41:54
2015-05-20	쎌바이오텍	5	"289,500"				"213,395,390"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,900.00"					"1,195"			0:41:54
2015-05-20	쎌바이오텍	5	"290,000"		"1,157,170"		"212,238,220"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,000.00"	170				"1,200"			0:41:54
2015-05-22	쎌바이오텍	5	"277,000"				"207,090,020"			영웅문S(2015)
	보통매매 KOSDAQ매수	"55,400.00"					"1,205"			0:42:55
2015-05-22	쎌바이오텍	5	"280,000"				"207,090,020"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,000.00"					"1,210"			0:42:55
2015-05-22	쎌바이오텍	10	"561,000"				"207,090,020"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,100.00"					"1,220"			0:42:55
2015-05-22	쎌바이오텍	5	"281,000"				"207,090,020"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,200.00"					"1,225"			0:42:55
2015-05-22	쎌바이오텍	5	"281,500"		"1,680,750"		"205,409,270"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,300.00"	250				"1,230"			0:42:55
2015-05-27	쎌바이오텍	12	"718,800"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,900.00"					"1,242"			0:42:44
2015-05-27	쎌바이오텍	5	"300,000"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,000.00"					"1,247"			0:42:44
2015-05-27	쎌바이오텍	9	"540,900"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,100.00"					"1,256"			0:42:44
2015-05-27	쎌바이오텍	5	"301,000"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,200.00"					"1,261"			0:42:44
2015-05-27	쎌바이오텍	4	"241,200"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,300.00"					"1,265"			0:42:44
2015-05-27	쎌바이오텍	3	"181,200"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,400.00"					"1,268"			0:42:44
2015-05-27	쎌바이오텍	3	"181,500"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,500.00"					"1,271"			0:42:44
2015-05-27	쎌바이오텍	2	"121,200"				"202,464,200"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,600.00"					"1,273"			0:42:44
2015-05-27	쎌바이오텍	2	"121,400"		"2,707,600"		"199,756,600"			영웅문S(2015)
	보통매매 KOSDAQ매수	"60,700.00"	400				"1,275"			0:42:44
2015-05-29	쎌바이오텍	5	"284,500"				"193,929,810"			영웅문S(2015)
	보통매매 KOSDAQ매수	"56,900.00"					"1,280"			0:42:27
2015-05-29	쎌바이오텍	10	"570,000"				"193,929,810"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,000.00"					"1,290"			0:42:27
2015-05-29	쎌바이오텍	5	"285,500"				"193,929,810"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,100.00"					"1,295"			0:42:27
2015-05-29	쎌바이오텍	5	"286,000"		"1,426,210"		"192,503,600"			영웅문S(2015)
	보통매매 KOSDAQ매수	"57,200.00"	210				"1,300"			0:42:27
2015-06-16	쎌바이오텍	2	"133,600"				"173,120,930"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,800.00"					"1,302"			0:41:54
2015-06-16	쎌바이오텍	1	"66,900"		"200,530"		"172,920,400"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,900.00"	30				"1,303"			0:41:54
2015-06-19	쎌바이오텍	1	"66,000"				"167,797,100"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,000.00"					"1,304"			0:45:41
2015-06-19	쎌바이오텍	10	"664,000"				"167,797,100"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,400.00"					"1,314"			0:45:41
2015-06-19	쎌바이오텍	6	"399,000"				"167,797,100"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,500.00"					"1,320"			0:45:41
2015-06-19	쎌바이오텍	4	"266,400"				"167,797,100"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,600.00"					"1,324"			0:45:41
2015-06-19	쎌바이오텍	2	"133,400"				"167,797,100"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,700.00"					"1,326"			0:45:41
2015-06-19	쎌바이오텍	3	"200,400"				"167,797,100"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,800.00"					"1,329"			0:45:41
2015-06-19	쎌바이오텍	2	"133,800"		"1,863,270"		"165,933,830"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,900.00"	270				"1,331"			0:45:41
2015-06-23	쎌바이오텍	3	"207,000"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,000.00"					"1,334"			0:46:23
2015-06-23	쎌바이오텍	3	"207,300"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,100.00"					"1,337"			0:46:23
2015-06-23	쎌바이오텍	3	"207,600"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,200.00"					"1,340"			0:46:23
2015-06-23	쎌바이오텍	4	"277,200"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,300.00"					"1,344"			0:46:23
2015-06-23	쎌바이오텍	3	"208,200"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,400.00"					"1,347"			0:46:23
2015-06-23	쎌바이오텍	2	"139,000"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,500.00"					"1,349"			0:46:23
2015-06-23	쎌바이오텍	4	"278,400"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,600.00"					"1,353"			0:46:23
2015-06-23	쎌바이오텍	2	"139,400"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,700.00"					"1,355"			0:46:23
2015-06-23	쎌바이오텍	2	"139,600"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,800.00"					"1,357"			0:46:23
2015-06-23	쎌바이오텍	1	"69,900"				"168,396,362"			영웅문S(2015)
	보통매매 KOSDAQ매수	"69,900.00"					"1,358"			0:46:23
2015-06-23	쎌바이오텍	1	"70,000"		"1,943,890"		"166,452,472"			영웅문S(2015)
	보통매매 KOSDAQ매수	"70,000.00"	290				"1,359"			0:46:23
2015-06-24	쎌바이오텍	1	"66,700"				"162,595,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,700.00"					"1,360"			0:46:25
2015-06-24	쎌바이오텍	1	"66,800"				"162,595,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,800.00"					"1,361"			0:46:25
2015-06-24	쎌바이오텍	1	"66,900"				"162,595,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,900.00"					"1,362"			0:46:25
2015-06-24	쎌바이오텍	1	"67,000"				"162,595,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,000.00"					"1,363"			0:46:25
2015-06-24	쎌바이오텍	1	"67,100"				"162,595,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,100.00"					"1,364"			0:46:25
2015-06-24	쎌바이오텍	1	"67,200"				"162,595,760"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,200.00"					"1,365"			0:46:25
2015-06-24	쎌바이오텍	1	"67,300"		"469,070"		"162,126,690"			영웅문S(2015)
	보통매매 KOSDAQ매수	"67,300.00"	70				"1,366"			0:46:26
2015-07-01	쎌바이오텍	10	"657,000"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,700.00"					"1,376"			1:12:48
2015-07-01	쎌바이오텍	5	"329,000"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,800.00"					"1,381"			1:12:48
2015-07-01	쎌바이오텍	5	"329,500"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,900.00"					"1,386"			1:12:48
2015-07-01	쎌바이오텍	5	"330,000"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,000.00"					"1,391"			1:12:48
2015-07-01	쎌바이오텍	5	"330,500"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,100.00"					"1,396"			1:12:48
2015-07-01	쎌바이오텍	9	"598,500"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,500.00"					"1,405"			1:12:48
2015-07-01	쎌바이오텍	15	"999,000"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,600.00"					"1,420"			1:12:48
2015-07-01	쎌바이오텍	5	"333,500"				"153,727,530"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,700.00"					"1,425"			1:12:48
2015-07-01	쎌바이오텍	5	"334,000"		"4,241,630"		"149,485,900"			영웅문S(2015)
	보통매매 KOSDAQ매수	"66,800.00"	630				"1,430"			1:12:48
2015-07-06	쎌바이오텍	10	"644,000"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,400.00"					"1,440"			0:42:49
2015-07-06	쎌바이오텍	20	"1,290,000"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,500.00"					"1,460"			0:42:49
2015-07-06	쎌바이오텍	5	"323,000"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,600.00"					"1,465"			0:42:49
2015-07-06	쎌바이오텍	5	"323,500"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,700.00"					"1,470"			0:42:49
2015-07-06	쎌바이오텍	5	"324,000"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,800.00"					"1,475"			0:42:49
2015-07-06	쎌바이오텍	4	"259,600"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,900.00"					"1,479"			0:42:49
2015-07-06	쎌바이오텍	3	"195,600"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,200.00"					"1,482"			0:42:49
2015-07-06	쎌바이오텍	2	"130,600"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,300.00"					"1,484"			0:42:49
2015-07-06	쎌바이오텍	3	"196,200"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,400.00"					"1,487"			0:42:49
2015-07-06	쎌바이오텍	1	"65,500"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,500.00"					"1,488"			0:42:49
2015-07-06	쎌바이오텍	1	"65,600"				"142,749,880"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,600.00"					"1,489"			0:42:49
2015-07-06	쎌바이오텍	1	"65,700"		"3,883,880"		"138,866,000"			영웅문S(2015)
	보통매매 KOSDAQ매수	"65,700.00"	580				"1,490"			0:42:49
2015-07-07	쎌바이오텍	4	"255,200"				"134,422,860"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,800.00"					"1,494"			0:46:11
2015-07-07	쎌바이오텍	3	"191,700"				"134,422,860"			영웅문S(2015)
	보통매매 KOSDAQ매수	"63,900.00"					"1,497"			0:46:11
2015-07-07	쎌바이오텍	3	"192,000"		"638,990"		"133,783,870"			영웅문S(2015)
	보통매매 KOSDAQ매수	"64,000.00"	90				"1,500"			0:46:11
2015-07-09	쎌바이오텍	20	"1,192,000"				"129,732,560"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,600.00"					"1,520"			0:47:28
2015-07-09	쎌바이오텍	20	"1,194,000"				"129,732,560"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,700.00"					"1,540"			0:47:28
2015-07-09	쎌바이오텍	20	"1,196,000"				"129,732,560"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,800.00"					"1,560"			0:47:28
2015-07-09	쎌바이오텍	20	"1,198,000"		"4,780,710"		"124,951,850"			영웅문S(2015)
	보통매매 KOSDAQ매수	"59,900.00"	710				"1,580"			0:47:28
2015-07-10	쎌바이오텍	10	"581,000"				"127,186,207"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,100.00"					"1,590"			0:47:02
2015-07-10	쎌바이오텍	10	"582,000"		"1,163,170"		"126,023,037"			영웅문S(2015)
	보통매매 KOSDAQ매수	"58,200.00"	170				"1,600"			0:47:02
